ROW_ID,ORDER_ID,ORDER_DATE,ORDER_PRIORITY,ORDER_QUANTITY,SALES,DISCOUNT,SHIP_MODE,PROFIT,UNIT_PRICE,SHIPPING_COST,CUSTOMER_ID,PRODUCT_ID,PRODUCT_CONTAINER,PRODUCT_BASE_MARGIN
6763,48167,06/09/2009,CRITICAL,45,282.98,0.06,REGULAR AIR,-237.47,6.48,8.88,5674,1118,SMALL BOX,0.37
6764,48167,06/09/2009,CRITICAL,27,8817.71,0.09,DELIVERY TRUCK,-2946.051,349.45,60,5674,1196,JUMBO DRUM,0
6769,48197,05/05/2012,NOT SPECIFIED,32,1282.49,0.07,REGULAR AIR,154.74,40.97,14.45,1911,1195,LARGE BOX,0.57
6772,48199,18/01/2009,NOT SPECIFIED,47,672.46,0.1,REGULAR AIR,279.74,15.74,1.39,3180,1016,SMALL BOX,0.4
6774,48230,25/02/2009,NOT SPECIFIED,39,1140.26,0.04,EXPRESS AIR,387.2,29.18,8.55,5674,1463,SMALL BOX,0.42
6775,48230,25/02/2009,NOT SPECIFIED,31,2645.8,0,REGULAR AIR,-684.78,80.98,35,5674,1799,LARGE BOX,0.83
6783,48295,23/11/2009,MEDIUM,48,10051.52,0.05,REGULAR AIR,4938.78,204.1,13.99,3624,1346,MEDIUM BOX,0.37
6791,48388,09/08/2009,HIGH,3,21.64,0.08,REGULAR AIR,-13.3285,5.74,5.01,1516,1241,SMALL BOX,0.39
6797,48452,09/10/2010,HIGH,32,1859.01,0.09,DELIVERY TRUCK,-588.9,60.98,30,5416,1760,JUMBO DRUM,0.7
6798,48452,09/10/2010,HIGH,19,1781.11,0.1,REGULAR AIR,51.44,99.99,19.99,5416,1191,SMALL BOX,0.5
6799,48452,09/10/2010,HIGH,44,185.32,0.03,REGULAR AIR,-192.56,4.18,6.92,5416,1761,SMALL BOX,0.49
6800,48452,09/10/2010,HIGH,15,73.41,0.08,REGULAR AIR,-44.7925,4.91,4.97,5416,1480,SMALL BOX,0.38
6801,48452,09/10/2010,HIGH,28,43.66,0.04,REGULAR AIR,5.77,1.48,0.7,5416,1477,WRAP BAG,0.37
6806,48480,02/01/2010,CRITICAL,32,11103.75,0.1,DELIVERY TRUCK,-522.59,370.98,99,7961,1223,JUMBO DRUM,0.65
6808,48484,23/06/2010,MEDIUM,22,346.42,0.05,REGULAR AIR,67.96,16.48,1.99,7608,1664,SMALL PACK,0.42
6809,48484,23/06/2010,MEDIUM,41,773.44,0.08,EXPRESS AIR,133.83,20.24,6.67,7608,1303,SMALL PACK,0.49
6810,48484,23/06/2010,MEDIUM,43,881.84,0,REGULAR AIR,153.8,18.97,9.03,7608,1041,SMALL BOX,0.37
6811,48484,23/06/2010,MEDIUM,50,5067.5725,0.09,REGULAR AIR,1275.912,125.99,8.99,7608,1665,SMALL BOX,0.55
6820,48576,01/12/2012,NOT SPECIFIED,17,464.59,0.07,REGULAR AIR,168.215,28.53,1.49,4379,1258,SMALL BOX,0.38
6821,48576,01/12/2012,NOT SPECIFIED,47,316.68,0.06,REGULAR AIR,-161,6.48,7.49,4379,1497,SMALL BOX,0.37
6825,48614,31/05/2012,CRITICAL,46,7965.9025,0.01,REGULAR AIR,2311.956,195.99,8.99,3756,1522,SMALL BOX,0.6
6844,48772,12/05/2009,MEDIUM,44,3202.25,0.09,REGULAR AIR,991.26,78.69,19.99,4253,1619,SMALL BOX,0.43
6845,48772,12/05/2009,MEDIUM,11,81.25,0.01,REGULAR AIR,-44.54,6.48,7.86,4253,1060,SMALL BOX,0.37
6846,48772,12/05/2009,MEDIUM,18,57.17,0.08,REGULAR AIR,-24.03,3.28,2.31,4253,1820,WRAP BAG,0.56
6847,48772,12/05/2009,MEDIUM,12,41.97,0.05,REGULAR AIR,-37.03,3.28,4.2,4253,1821,WRAP BAG,0.56
6848,48772,12/05/2009,MEDIUM,10,35.64,0.05,REGULAR AIR,-0.71,3.58,1.63,4253,1822,WRAP BAG,0.36
6852,48800,22/10/2010,NOT SPECIFIED,8,28761.52,0.04,REGULAR AIR,285.113,3499.99,24.49,5499,1481,LARGE BOX,0.37
6858,48839,10/07/2010,CRITICAL,1,97.13,0.05,REGULAR AIR,-37.06,98.31,0.49,1535,1347,SMALL BOX,0.36
6867,48931,17/06/2009,LOW,33,750.66,0,REGULAR AIR,120.05,20.95,4,10188,1125,SMALL BOX,0.6
6868,48931,17/06/2009,LOW,8,254.32,0.01,REGULAR AIR,-117.39,30.98,6.5,10188,1631,SMALL BOX,0.79
6869,48931,17/06/2009,LOW,42,2149.37,0.03,REGULAR AIR,217.87,51.75,19.99,10188,1179,SMALL BOX,0.55
6879,49029,20/05/2012,HIGH,49,8223.07,0.06,EXPRESS AIR,2549.403,195.99,3.99,7728,1194,SMALL BOX,0.59
6882,49059,20/09/2009,MEDIUM,48,128,0.09,REGULAR AIR,45.51,2.89,0.5,2540,1350,SMALL BOX,0.38
6883,49059,20/09/2009,MEDIUM,5,252.66,0.02,REGULAR AIR,32.86,48.91,5.81,2540,1084,SMALL BOX,0.38
6885,49088,23/09/2009,CRITICAL,16,130.11,0.03,REGULAR AIR,-47.69,8.12,2.83,9529,1484,SMALL PACK,0.77
6886,49088,23/09/2009,CRITICAL,15,4012.58,0.05,EXPRESS AIR,-425.14,279.48,35,9529,1081,LARGE BOX,0.8
6887,49088,23/09/2009,CRITICAL,31,1295.54,0.06,REGULAR AIR,214.23,40.99,17.48,9529,1130,SMALL BOX,0.36
6892,49126,10/07/2011,LOW,33,5661.08,0,DELIVERY TRUCK,1055.47,160.98,30,10600,1581,JUMBO DRUM,0.62
6893,49153,28/07/2012,MEDIUM,31,2245.78,0.05,DELIVERY TRUCK,-432.46,70.98,30,7608,1666,JUMBO DRUM,0.73
6894,49154,06/03/2009,MEDIUM,26,1523.5,0.07,REGULAR AIR,-807.89,60.98,49,5113,1348,LARGE BOX,0.59
6896,49189,15/01/2011,CRITICAL,32,249.59,0.06,REGULAR AIR,101.82,7.64,1.39,5576,1873,SMALL BOX,0.36
6899,49216,19/03/2009,HIGH,11,259.69,0.1,REGULAR AIR,-45.816,24.92,12.98,8451,1203,SMALL BOX,0.39
6900,49216,19/03/2009,HIGH,9,2503.86,0.06,DELIVERY TRUCK,-172.4775,270.97,28.06,8451,1242,JUMBO DRUM,0.56
6901,49216,19/03/2009,HIGH,29,374.67,0,EXPRESS AIR,30.63,12.28,6.35,8451,1523,SMALL BOX,0.38
6906,49223,02/10/2011,MEDIUM,24,238.25,0.05,REGULAR AIR,-83.55,9.38,7.28,1048,1762,SMALL BOX,0.57
6908,49283,11/12/2009,HIGH,25,334.71,0.01,REGULAR AIR,31.74,12.28,6.47,3536,1047,SMALL BOX,0.38
6926,49412,07/03/2009,CRITICAL,20,9418.14,0.09,DELIVERY TRUCK,909.36,517.48,16.63,6777,1667,JUMBO BOX,0.59
6927,49441,27/09/2009,MEDIUM,49,1981.26,0.07,EXPRESS AIR,100.8,41.32,8.66,5903,1493,MEDIUM BOX,0.76
6938,49510,20/03/2012,CRITICAL,16,44.1,0.04,REGULAR AIR,-6.22,2.58,1.3,1077,1612,WRAP BAG,0.59
6944,49601,26/01/2011,LOW,15,1756.46,0.01,DELIVERY TRUCK,-101.19,113.98,30,10600,1656,JUMBO DRUM,0.69
6947,49634,23/03/2012,NOT SPECIFIED,39,403.73,0.06,REGULAR AIR,-44.13,10.89,4.5,10430,1226,SMALL BOX,0.59
6948,49634,23/03/2012,NOT SPECIFIED,3,86.85,0.05,REGULAR AIR,-67.22,28.48,1.99,10430,1396,SMALL PACK,0.4
6949,49634,23/03/2012,NOT SPECIFIED,45,132.31,0.02,REGULAR AIR,10.914,2.88,1.49,10430,1613,SMALL BOX,0.36
6958,49761,24/01/2011,NOT SPECIFIED,45,1090.6,0.07,REGULAR AIR,300.91,23.99,6.3,4293,1451,MEDIUM BOX,0.38
6960,49763,13/02/2011,CRITICAL,8,49.04,0.02,REGULAR AIR,9.29,5.68,1.39,9410,1475,SMALL BOX,0.38
6961,49763,13/02/2011,CRITICAL,6,2320.35,0,DELIVERY TRUCK,-237.618,348.21,84.84,9410,1454,JUMBO BOX,0.66
6983,49921,17/02/2011,LOW,5,756.15,0.06,DELIVERY TRUCK,-280.2792,145.45,17.85,268,1128,JUMBO DRUM,0.56
6984,49921,17/02/2011,LOW,1,18.15,0.04,REGULAR AIR,-7.26,12.28,6.13,268,1167,SMALL BOX,0.57
6988,49927,20/07/2012,NOT SPECIFIED,26,139.54,0.01,REGULAR AIR,-54.0845,4.98,4.95,5499,1539,SMALL BOX,0.37
6989,49927,20/07/2012,NOT SPECIFIED,28,199.52,0.08,REGULAR AIR,13.44,7.59,4,5499,1379,WRAP BAG,0.42
6990,49927,20/07/2012,NOT SPECIFIED,39,85.66,0.04,REGULAR AIR,6.67,2.18,0.78,5499,1304,WRAP BAG,0.52
6991,49952,19/11/2011,HIGH,12,1323.67,0.04,EXPRESS AIR,630.28,107.53,5.81,7333,1349,MEDIUM BOX,0.65
6997,49986,14/10/2010,CRITICAL,39,110.36,0.05,REGULAR AIR,8.6,2.84,0.93,9237,1026,WRAP BAG,0.54
6999,49987,19/01/2011,HIGH,15,1795.49,0.05,DELIVERY TRUCK,-626.04,114.98,58.72,8694,1763,JUMBO BOX,0.76
7000,49987,19/01/2011,HIGH,4,926.58,0.03,DELIVERY TRUCK,-226.512,212.6,52.2,8694,1764,JUMBO BOX,0.64
7005,49990,05/09/2009,NOT SPECIFIED,11,5155.35,0,DELIVERY TRUCK,501.51,442.14,14.7,9077,1331,JUMBO DRUM,0.56
7009,50048,18/01/2010,HIGH,14,35.48,0.09,REGULAR AIR,-9.19,2.58,1.3,10384,1612,WRAP BAG,0.59
7010,50048,18/01/2010,HIGH,1,15,0.05,REGULAR AIR,-11.02,6.84,8.37,10384,1278,SMALL PACK,0.58
7011,50051,04/10/2009,MEDIUM,17,103.72,0.02,REGULAR AIR,-72.059,5.53,6.98,9938,1519,SMALL BOX,0.39
7012,50051,04/10/2009,MEDIUM,4,185.15,0.09,REGULAR AIR,10.2,41.47,34.2,9938,1148,WRAP BAG,0.73
7018,50081,03/11/2009,NOT SPECIFIED,7,538.51,0,DELIVERY TRUCK,-88.75,70.98,26.74,5922,1524,JUMBO BOX,0.6
7021,50117,03/06/2011,CRITICAL,17,47.44,0.09,REGULAR AIR,14.49,2.89,0.5,4583,1350,SMALL BOX,0.38
7032,50208,22/01/2011,MEDIUM,4,38.76,0.1,EXPRESS AIR,-12.1325,6.23,6.97,2030,1765,SMALL BOX,0.36
7035,50210,19/07/2010,LOW,47,178.51,0,REGULAR AIR,82.3,3.75,0.5,10254,1046,SMALL BOX,0.37
7036,50210,19/07/2010,LOW,15,31.32,0,REGULAR AIR,-30.26,1.86,2.58,10254,1614,WRAP BAG,0.82
7042,50278,25/05/2010,HIGH,2,51.21,0,REGULAR AIR,-27.531,20.98,8.83,7333,1351,SMALL BOX,0.37
7043,50278,25/05/2010,HIGH,20,2195.55,0.01,DELIVERY TRUCK,-355.941,100.8,60,7333,1352,JUMBO DRUM,0.59
7051,50310,15/08/2009,MEDIUM,42,1811.3,0.07,EXPRESS AIR,520.41,42.98,4.62,6904,1668,SMALL BOX,0.56
7052,50310,15/08/2009,MEDIUM,43,4095.76,0.03,DELIVERY TRUCK,-444.14,89.99,42,6904,1669,JUMBO DRUM,0.66
7053,50310,15/08/2009,MEDIUM,22,482.37,0.03,REGULAR AIR,34.03,20.95,4,6904,1125,SMALL BOX,0.6
7054,50336,04/11/2009,NOT SPECIFIED,9,58.98,0,REGULAR AIR,-17.7905,5.77,4.97,9237,1874,SMALL BOX,0.35
7057,50338,23/03/2009,NOT SPECIFIED,36,551.44,0,REGULAR AIR,28.7,13.99,7.51,7945,1536,MEDIUM BOX,0.39
7059,50373,02/07/2009,CRITICAL,9,1455.04,0.06,REGULAR AIR,-7.58,161.55,19.99,7687,1534,SMALL BOX,0.66
7060,50374,30/05/2009,NOT SPECIFIED,30,3482.41,0.05,REGULAR AIR,1443.351,120.98,9.07,9464,1353,SMALL BOX,0.35
7063,50404,26/03/2011,HIGH,18,3780.43,0.05,REGULAR AIR,905.57,210.55,9.99,5922,1525,SMALL BOX,0.6
7064,50404,26/03/2011,HIGH,10,1961.68,0.04,REGULAR AIR,-367.002,182.55,69,5922,1360,LARGE BOX,0.72
7068,50433,19/01/2012,CRITICAL,50,6628.55,0.1,DELIVERY TRUCK,1081.65,145.45,17.85,5781,1128,JUMBO DRUM,0.56
7075,50499,12/10/2011,NOT SPECIFIED,18,1758.41,0.06,DELIVERY TRUCK,238.52,100.98,15.66,3052,1823,JUMBO DRUM,0.57
7079,50503,21/11/2012,MEDIUM,28,1538.8655,0.05,REGULAR AIR,-186.329,65.99,19.99,5838,1615,SMALL BOX,0.59
7082,50533,31/05/2011,NOT SPECIFIED,32,1974.66,0.06,EXPRESS AIR,-929.68,64.65,35,9519,1810,LARGE BOX,0.8
7083,50533,31/05/2011,NOT SPECIFIED,3,73.44,0,DELIVERY TRUCK,-53.784,15.23,27.75,9519,1898,JUMBO BOX,0.76
7086,50564,02/03/2012,HIGH,30,11041.42,0.07,REGULAR AIR,4456.2525,387.99,19.99,2921,1244,SMALL BOX,0.38
7087,50565,30/08/2012,HIGH,43,683.46,0.09,REGULAR AIR,-138.82,16.98,12.39,4348,1354,SMALL BOX,0.35
7103,50688,16/12/2011,CRITICAL,50,600.22,0.08,REGULAR AIR,27.86,12.98,3.14,5113,1235,SMALL PACK,0.6
7106,50721,27/02/2012,HIGH,33,9758.7,0.04,REGULAR AIR,3793.703,304.99,19.99,5781,1881,SMALL BOX,0.4
7111,50754,09/12/2009,NOT SPECIFIED,9,64.0305,0.06,REGULAR AIR,-58.344,7.99,5.03,301,1052,MEDIUM BOX,0.6
7114,50758,12/07/2012,MEDIUM,17,128.5,0.02,EXPRESS AIR,-44.69,6.68,6.93,1778,1262,SMALL BOX,0.37
7116,50784,10/02/2012,HIGH,20,638.72,0.04,REGULAR AIR,-130.88,32.98,5.5,4059,1280,SMALL BOX,0.75
7120,50816,27/03/2009,HIGH,25,286.07,0.07,REGULAR AIR,-35.94,11.97,4.98,7091,1166,SMALL BOX,0.58
7121,50816,27/03/2009,HIGH,26,733.92,0.03,REGULAR AIR,302.804,28.53,1.49,7091,1258,SMALL BOX,0.38
7122,50816,27/03/2009,HIGH,6,99.11,0.01,REGULAR AIR,-12.46,15.28,1.99,7091,1616,SMALL PACK,0.42
7128,50850,06/05/2009,CRITICAL,37,1599.54,0,REGULAR AIR,578.1445,40.98,7.47,6538,1448,SMALL BOX,0.37
7129,50850,06/05/2009,CRITICAL,2,942.42,0.02,DELIVERY TRUCK,-634.8654,417.4,75.23,6538,1517,JUMBO BOX,0.79
7135,50883,01/06/2012,LOW,35,6739.92,0.01,DELIVERY TRUCK,957.29,180.98,30,1181,1742,JUMBO DRUM,0.69
7136,50914,03/07/2012,CRITICAL,49,8551.544,0.03,REGULAR AIR,2763.126,195.99,8.99,1535,1355,SMALL BOX,0.58
7138,50945,07/01/2011,CRITICAL,27,834.0625,0.01,REGULAR AIR,192.294,35.99,1.25,6353,1543,SMALL PACK,0.57
7139,50949,04/02/2011,MEDIUM,32,73.55,0.09,EXPRESS AIR,7.95,2.18,0.78,3577,1304,WRAP BAG,0.52
7140,50949,04/02/2011,MEDIUM,46,4804.0385,0.08,REGULAR AIR,1077.921,125.99,8.8,3577,1627,SMALL BOX,0.59
7152,51041,29/07/2010,HIGH,47,2766.818,0.03,REGULAR AIR,846.945,65.99,5.92,7058,1238,SMALL BOX,0.55
7158,51072,02/10/2009,CRITICAL,43,7036.11,0,REGULAR AIR,1268.65,161.55,19.99,8560,1534,SMALL BOX,0.66
7159,51073,14/05/2010,NOT SPECIFIED,17,2475.08,0,EXPRESS AIR,958.8,136.98,24.49,1077,1356,LARGE BOX,0.59
7160,51073,14/05/2010,NOT SPECIFIED,49,1610.42,0,REGULAR AIR,813.35,30.93,3.92,1077,1617,SMALL PACK,0.44
7161,51075,23/11/2010,NOT SPECIFIED,43,1290.2065,0.06,EXPRESS AIR,-160.677,35.99,5,6590,1526,WRAP BAG,0.82
7168,51169,24/12/2010,HIGH,2,291.66,0.08,REGULAR AIR,-192.92,136.98,24.49,10112,1356,LARGE BOX,0.59
7194,51328,26/10/2010,LOW,38,689.67,0.07,REGULAR AIR,51.47,18.7,8.99,7417,1824,SMALL PACK,0.47
7195,51333,04/10/2012,NOT SPECIFIED,30,2219.79,0.1,DELIVERY TRUCK,-9.4482,80.97,33.6,9389,1197,JUMBO DRUM,0.37
7196,51333,04/10/2012,NOT SPECIFIED,25,237.36,0.07,REGULAR AIR,-117.86,9.06,9.86,9389,1719,SMALL BOX,0.4
7198,51361,18/03/2011,LOW,14,76.06,0.02,EXPRESS AIR,-35.99,4.28,5.68,9876,1654,SMALL BOX,0.4
7199,51361,18/03/2011,CRITICAL,50,18056.68,0,DELIVERY TRUCK,-6474.654,349.45,60,9876,1196,JUMBO DRUM,0
7201,51365,07/08/2012,HIGH,35,195.23,0.08,REGULAR AIR,-72.46,5.89,5.57,9389,1343,SMALL BOX,0.41
7202,51365,07/08/2012,HIGH,35,4051.8,0.1,DELIVERY TRUCK,-684.072,124.49,51.94,9389,1308,JUMBO BOX,0.63
7209,51461,10/02/2011,NOT SPECIFIED,43,858.53,0.07,REGULAR AIR,-97.54,19.99,11.17,6538,1221,LARGE BOX,0.6
7210,51462,22/06/2011,MEDIUM,15,417.88,0.08,EXPRESS AIR,-13.95,28.15,8.99,5295,1061,SMALL PACK,0.57
7218,51494,03/08/2011,CRITICAL,42,493.56,0.06,REGULAR AIR,12.73,11.99,5.99,8145,1766,MEDIUM BOX,0.36
7219,51524,14/03/2010,MEDIUM,16,2723.1,0.07,REGULAR AIR,-446.31,167.27,35,1181,1759,LARGE BOX,0.85
7220,51524,14/03/2010,MEDIUM,20,347.2675,0.06,EXPRESS AIR,-71.093,20.99,0.99,1181,1925,SMALL PACK,0.83
7221,51525,07/11/2011,CRITICAL,18,360.24,0.04,EXPRESS AIR,-36.24,19.98,4,10198,1508,SMALL BOX,0.68
7222,51525,07/11/2011,CRITICAL,46,1463.27,0.09,REGULAR AIR,104.22,34.76,8.22,10198,1140,SMALL BOX,0.57
7232,51558,29/03/2010,NOT SPECIFIED,34,245.4,0,REGULAR AIR,-87.27,6.68,6.92,6538,1527,SMALL BOX,0.37
7233,51558,29/03/2010,NOT SPECIFIED,47,4177.66,0.04,DELIVERY TRUCK,85.29,85.29,60,6538,1528,JUMBO DRUM,0.56
7235,51584,17/10/2010,CRITICAL,48,5620.2,0.01,DELIVERY TRUCK,176.04,110.98,30,5938,1504,JUMBO DRUM,0.71
7242,51648,01/01/2012,LOW,45,2354.8,0.03,REGULAR AIR,332.97,49.99,19.99,881,1447,SMALL BOX,0.41
7243,51648,01/01/2012,LOW,50,187.88,0.08,REGULAR AIR,-38.23,3.98,2.97,881,1049,WRAP BAG,0.35
7252,51747,05/07/2012,MEDIUM,3,12.11,0.02,REGULAR AIR,-0.98,3.69,0.5,9152,1021,SMALL BOX,0.38
7253,51777,19/02/2011,MEDIUM,4,3465.97,0.08,REGULAR AIR,194.3185,896.99,19.99,8277,1318,SMALL BOX,0.38
7254,51777,19/02/2011,MEDIUM,13,1307.88,0.06,REGULAR AIR,206.86,100.97,7.18,8277,1825,SMALL BOX,0.46
7258,51780,24/07/2010,LOW,42,372.69,0.01,EXPRESS AIR,-177.031,8.04,8.94,4715,1402,SMALL BOX,0.4
7263,51814,24/09/2010,CRITICAL,13,104.51,0.04,REGULAR AIR,-9.2805,7.84,4.71,9418,1040,SMALL BOX,0.35
7273,51879,24/08/2010,NOT SPECIFIED,26,1382.31,0.03,REGULAR AIR,372.26,51.94,19.99,1481,1618,SMALL BOX,0.44
7274,51879,24/08/2010,NOT SPECIFIED,46,991.36,0.01,REGULAR AIR,212.06,19.98,8.68,1481,1472,SMALL BOX,0.37
7277,51938,17/05/2011,LOW,5,503.3275,0.06,REGULAR AIR,-488.312,125.99,5.63,6065,1357,SMALL BOX,0.6
7278,51940,17/10/2012,HIGH,11,65.5,0.08,REGULAR AIR,-55.94,5.98,4.38,2802,1030,SMALL PACK,0.75
7285,51970,11/01/2012,NOT SPECIFIED,1,171.71,0.06,DELIVERY TRUCK,-343.4673,115.99,56.14,4583,1358,JUMBO DRUM,0.4
7286,51971,03/10/2011,NOT SPECIFIED,39,1326.04,0.02,REGULAR AIR,-1129.96,32.48,35,8845,1359,LARGE BOX,0.81
7287,51971,03/10/2011,NOT SPECIFIED,22,3881.89,0.06,REGULAR AIR,-803.52,182.55,69,8845,1360,LARGE BOX,0.72
7290,51975,18/12/2009,LOW,12,1064.7865,0.1,REGULAR AIR,-181.005,115.99,2.5,9418,1826,SMALL BOX,0.58
7298,52035,27/11/2009,HIGH,29,20872.16,0.03,REGULAR AIR,-4437.91,699.99,24.49,881,1287,LARGE BOX,0.41
7305,52071,27/11/2011,NOT SPECIFIED,14,136.85,0.01,REGULAR AIR,-4.4275,8.85,5.6,2241,1183,SMALL BOX,0.36
7306,52071,27/11/2011,NOT SPECIFIED,1,12.74,0.05,REGULAR AIR,-11.39,7.96,4.95,2241,1737,SMALL BOX,0.41
7310,52130,05/09/2012,LOW,13,63.33,0,REGULAR AIR,-39.9625,4.13,5.34,6590,1529,SMALL BOX,0.38
7311,52130,05/09/2012,LOW,36,1436.55,0.1,REGULAR AIR,-4.01,40.89,18.98,6590,1530,SMALL BOX,0.57
7318,52193,05/03/2010,NOT SPECIFIED,1,17.89,0.04,EXPRESS AIR,10.51,2.88,0.5,3223,1361,SMALL BOX,0.39
7319,52193,05/03/2010,NOT SPECIFIED,47,137.18,0.07,REGULAR AIR,6.04,2.94,0.96,3223,1362,WRAP BAG,0.58
7328,52225,12/04/2012,CRITICAL,10,131.09,0.01,REGULAR AIR,10.94,12.22,2.85,5674,1138,SMALL PACK,0.55
7329,52225,12/04/2012,CRITICAL,33,1817.9,0.06,REGULAR AIR,700.31,54.96,10.75,5674,1230,SMALL BOX,0.36
7335,52288,10/08/2011,HIGH,19,1410.44,0.07,REGULAR AIR,545.11,78.69,19.99,10603,1619,SMALL BOX,0.43
7343,52321,05/11/2011,HIGH,48,617.26,0.04,REGULAR AIR,-37.52,12.28,6.13,7768,1167,SMALL BOX,0.57
7344,52321,05/11/2011,HIGH,45,13104.992,0.03,DELIVERY TRUCK,5626.42,349.45,60,7768,1196,JUMBO DRUM,0
7345,52322,02/02/2010,LOW,1,5.7,0.1,REGULAR AIR,-2.34,3.95,2,1740,1012,WRAP BAG,0.53
7347,52325,14/07/2012,NOT SPECIFIED,23,5126.3,0.07,REGULAR AIR,2019.192,223.98,15.01,6547,1228,SMALL BOX,0.38
7348,52326,04/08/2010,LOW,41,152.28,0.06,REGULAR AIR,-154.813,3.81,5.44,6777,1416,SMALL BOX,0.36
7352,52386,05/01/2009,HIGH,6,700.73,0.08,DELIVERY TRUCK,-188.5812,120.97,26.3,9464,1363,JUMBO DRUM,0.38
7363,52482,31/01/2011,CRITICAL,21,848.2,0.06,EXPRESS AIR,163.78,40.98,5.33,6538,1531,SMALL BOX,0.57
7364,52482,31/01/2011,CRITICAL,30,717.21,0,REGULAR AIR,217.06,22.23,3.63,6538,1486,SMALL PACK,0.52
7366,52487,01/06/2009,CRITICAL,17,124.06,0.09,REGULAR AIR,15.74,7.78,2.5,3756,1827,SMALL BOX,0.38
7400,52737,08/11/2010,NOT SPECIFIED,14,125.54,0.03,EXPRESS AIR,-15.7435,7.68,6.16,4144,1670,SMALL BOX,0.35
7404,52807,25/11/2010,MEDIUM,28,667.55,0,REGULAR AIR,204.74,21.98,2.87,9119,1364,SMALL PACK,0.55
7410,52868,16/02/2011,LOW,19,138.05,0.09,REGULAR AIR,-100.49,7.37,5.53,2323,1828,SMALL PACK,0.69
7419,52929,08/04/2011,HIGH,43,701.46,0.04,EXPRESS AIR,-90.1407,15.99,9.4,10096,1365,SMALL BOX,0.49
7420,52929,08/04/2011,HIGH,19,53.94,0.05,REGULAR AIR,-6.53,2.78,1.25,10096,1366,WRAP BAG,0.59
7421,52929,08/04/2011,HIGH,7,46.94,0.02,REGULAR AIR,7.34,6.47,1.22,10096,1367,WRAP BAG,0.4
7422,52929,08/04/2011,HIGH,20,77.99,0.03,REGULAR AIR,19.68,3.93,0.99,10096,1263,WRAP BAG,0.39
7427,52932,12/05/2012,LOW,3,26.23,0,REGULAR AIR,-13.72,6.48,6.6,1740,1227,SMALL BOX,0.37
7428,52933,26/08/2010,LOW,44,210.46,0.03,EXPRESS AIR,50.0395,4.49,1.49,7945,1767,SMALL BOX,0.39
7430,52964,31/03/2010,CRITICAL,44,5735.79,0.08,REGULAR AIR,828.27,136.98,24.49,6065,1356,LARGE BOX,0.59
7431,52995,15/03/2012,NOT SPECIFIED,8,33.39,0.03,REGULAR AIR,-35.512,3.36,6.27,9571,1286,SMALL BOX,0.4
7435,53024,12/05/2012,NOT SPECIFIED,9,187.13,0.09,REGULAR AIR,12.4,20.28,14.39,1778,1694,SMALL BOX,0.47
7436,53024,12/05/2012,NOT SPECIFIED,46,2255.1945,0.03,REGULAR AIR,74.511,55.99,5,1778,1160,SMALL PACK,0.8
7437,53025,17/03/2010,CRITICAL,32,195.57,0.09,REGULAR AIR,-132.93,5.98,7.5,8145,1438,SMALL BOX,0.4
7449,53152,05/03/2009,MEDIUM,5,185.79,0.02,REGULAR AIR,-159.68,34.98,7.53,5711,1875,SMALL BOX,0.76
7450,53152,05/03/2009,MEDIUM,9,196.41,0.01,REGULAR AIR,27.91,19.99,11.17,5711,1221,LARGE BOX,0.6
7451,53152,05/03/2009,MEDIUM,9,186.67,0.02,REGULAR AIR,2.06,19.98,8.68,5711,1472,SMALL BOX,0.37
7453,53156,10/03/2012,NOT SPECIFIED,47,186.93,0.07,REGULAR AIR,56.44,4.13,0.99,3994,1368,SMALL BOX,0.39
7456,53190,24/09/2009,MEDIUM,10,268.18,0.06,REGULAR AIR,74.6385,28.53,1.49,10254,1258,SMALL BOX,0.38
7457,53190,24/09/2009,MEDIUM,9,477.054,0.1,REGULAR AIR,-170.533,65.99,3.99,10254,1441,SMALL BOX,0.59
7458,53216,04/12/2012,HIGH,36,228.01,0.06,REGULAR AIR,-185.54,6.48,8.73,881,1646,SMALL BOX,0.37
7459,53221,26/02/2012,NOT SPECIFIED,29,433.44,0.1,REGULAR AIR,147.46,15.68,3.73,5376,1798,SMALL PACK,0.46
7469,53314,19/09/2010,HIGH,33,2667.92,0.01,REGULAR AIR,1049.02,78.69,19.99,4090,1619,SMALL BOX,0.43
7470,53314,19/09/2010,HIGH,15,2236.15,0.05,DELIVERY TRUCK,-310.95,145.98,51.92,4090,1727,JUMBO BOX,0.69
7478,53382,27/12/2009,NOT SPECIFIED,13,88.17,0.1,REGULAR AIR,-572.49,3.25,49,6547,1934,LARGE BOX,0.56
7479,53382,27/12/2009,NOT SPECIFIED,15,4760.02,0,DELIVERY TRUCK,658.88,300.98,64.73,6547,1071,JUMBO DRUM,0.56
7480,53410,07/08/2009,CRITICAL,44,642.8,0.08,REGULAR AIR,-253.11,14.81,13.32,4685,1532,SMALL BOX,0.43
7493,53477,05/05/2012,HIGH,32,3114.05,0.01,DELIVERY TRUCK,-1207.18,95.95,74.35,7691,1035,JUMBO DRUM,0.57
7494,53477,05/05/2012,HIGH,27,8161.93,0.06,DELIVERY TRUCK,1261.44,300.98,64.73,7691,1071,JUMBO DRUM,0.56
7495,53477,05/05/2012,HIGH,36,1314.65,0.06,REGULAR AIR,536.87,37.94,5.08,7691,1533,WRAP BAG,0.38
7496,53477,05/05/2012,HIGH,28,4479.16,0.07,REGULAR AIR,610.9,161.55,19.99,7691,1534,SMALL BOX,0.66
